,id,og_id,web_name,team,element_type,starts,minutes,now_cost,bonus,xg_value,xa_value,xgc_value,chance_of_playing_next_round,gw1_pp,gw2_pp,gw3_pp,gw4_pp,gw5_pp,gw6_pp,gw7_pp,pp_1,pp_2,pp_3,pp_4,pp_5,pp_6,pp_7
296,303,577,Lindstrøm,8,3,3.0,34.11,50,0.0,0.02,0.04,0.25,100.0,3.25,1.5,1.61,1.6,1.69,1.66,1.43,3.25,4.75,6.36,7.96,9.65,11.31,12.73
586,602,453,Armstrong,17,4,7.0,62.78,51,0.0,0.05,0.06,2.16,100.0,3.25,2.56,2.61,2.94,2.65,2.84,2.61,3.25,5.82,8.43,11.37,14.03,16.87,19.49
179,183,145,Veltman,5,2,6.0,84.33,44,0.33,0.01,0.02,0.75,100.0,3.24,3.03,3.79,2.95,3.31,2.96,3.23,3.24,6.27,10.05,13.01,16.31,19.27,22.5
457,469,356,Matheus N.,13,3,5.0,90.0,49,0.4,0.04,0.28,1.54,100.0,3.24,3.33,3.34,3.72,3.35,3.4,3.76,3.24,6.58,9.92,13.63,16.98,20.38,24.14
590,606,457,Bree,17,2,6.0,60.12,39,0.0,0.0,0.09,1.61,100.0,3.21,2.58,2.72,2.86,2.59,2.92,2.67,3.21,5.79,8.51,11.37,13.96,16.88,19.55
133,136,105,Roerslev,4,2,7.0,79.88,43,0.0,0.01,0.16,1.32,100.0,3.2,3.29,3.61,3.32,3.13,2.87,2.89,3.2,6.49,10.1,13.42,16.56,19.43,22.32
661,678,716,Kinsky,18,1,3.0,90.0,45,0.0,0.0,0.0,1.99,100.0,3.2,3.24,3.26,3.09,3.1,3.23,3.11,3.2,6.44,9.7,12.79,15.89,19.12,22.23
372,382,192,J.Ayew,11,3,6.0,68.86,52,0.14,0.12,0.05,1.38,100.0,3.19,3.01,3.51,3.65,3.76,3.44,3.48,3.19,6.2,9.71,13.36,17.12,20.56,24.04
387,397,298,Mavididi,11,3,7.0,75.12,51,0.0,0.09,0.13,1.96,100.0,3.17,2.96,3.53,3.69,3.81,3.45,3.5,3.17,6.13,9.66,13.35,17.16,20.61,24.11
5,5,6,J.Timber,1,2,8.0,89.38,56,0.38,0.0,0.04,0.68,100.0,3.16,4.07,3.64,3.54,3.65,3.24,3.63,3.16,7.22,10.86,14.4,18.06,21.3,24.93
155,159,120,Dunk,5,2,7.0,82.12,43,0.0,0.02,0.08,1.25,100.0,3.15,3.06,3.9,2.86,3.24,2.93,3.18,3.15,6.2,10.1,12.96,16.2,19.13,22.31
516,530,395,Burn,15,2,9.0,90.0,44,0.11,0.02,0.02,1.05,100.0,3.15,2.8,3.08,2.64,3.17,2.96,3.09,3.15,5.95,9.03,11.66,14.83,17.79,20.88
594,610,461,Harwood-Bellis,17,2,9.0,90.0,41,0.22,0.02,0.02,2.51,100.0,3.11,2.65,2.78,2.84,2.64,2.92,2.73,3.11,5.76,8.54,11.38,14.02,16.94,19.67
623,640,480,Bentancur,18,3,3.0,81.0,49,0.0,0.19,0.04,1.35,100.0,3.08,3.05,3.49,3.05,2.89,2.97,3.2,3.08,6.13,9.62,12.67,15.55,18.52,21.72
609,625,476,Walker-Peters,17,2,9.0,88.89,43,0.0,0.01,0.05,2.51,100.0,3.08,2.52,2.65,2.76,2.51,2.83,2.6,3.08,5.59,8.24,11.0,13.51,16.34,18.94
727,746,566,Strand Larsen,20,4,8.0,74.44,53,0.11,0.2,0.0,1.31,75.0,3.08,3.04,2.94,3.01,2.91,3.67,3.27,3.08,6.12,9.06,12.07,14.98,18.65,21.93
165,169,131,Lamptey,5,2,4.0,54.5,44,0.17,0.19,0.01,1.08,100.0,3.07,3.37,4.46,2.8,3.23,3.07,3.23,3.07,6.44,10.9,13.7,16.93,20.01,23.24
603,619,470,Onuachu,17,4,4.0,48.29,49,0.0,0.16,0.01,1.36,100.0,3.07,1.93,2.01,2.56,2.08,2.39,2.02,3.07,5.0,7.01,9.57,11.65,14.05,16.06
63,64,57,Tielemans,2,3,9.0,78.67,55,0.11,0.1,0.05,0.89,100.0,3.07,3.35,3.05,2.86,2.98,2.81,2.89,3.07,6.42,9.47,12.33,15.31,18.12,21.01
728,747,567,Toti,20,2,4.0,90.0,43,0.5,0.0,0.01,0.93,100.0,3.02,2.75,2.85,3.08,3.26,3.36,3.08,3.02,5.77,8.63,11.71,14.96,18.32,21.4
78,80,63,Christie,3,3,9.0,89.44,49,0.22,0.06,0.17,1.07,100.0,2.99,3.57,3.27,3.1,3.31,3.18,3.51,2.99,6.56,9.82,12.92,16.23,19.41,22.92
581,597,188,Ugochukwu,17,3,4.0,64.71,44,0.0,0.01,0.08,1.78,100.0,2.98,2.45,2.51,2.72,2.5,2.68,2.5,2.98,5.43,7.94,10.66,13.16,15.84,18.34
535,549,415,Schär,15,2,6.0,83.57,54,0.0,0.02,0.01,0.87,100.0,2.97,2.62,2.91,2.46,2.98,2.79,2.9,2.97,5.59,8.5,10.96,13.94,16.72,19.63
482,495,369,Dalot,14,2,8.0,90.0,50,0.12,0.03,0.03,1.7,100.0,2.97,3.03,3.33,3.41,2.87,3.51,3.05,2.97,6.0,9.33,12.75,15.61,19.12,22.17
490,503,377,Maguire,14,2,7.0,73.56,49,0.22,0.02,0.01,1.3,100.0,2.96,2.95,3.32,3.31,2.87,3.44,3.05,2.96,5.9,9.23,12.54,15.41,18.85,21.89
637,654,494,Maddison,18,3,3.0,44.88,75,0.38,0.27,0.1,1.12,75.0,2.96,2.9,3.57,2.93,2.68,2.79,3.15,2.96,5.87,9.44,12.37,15.05,17.84,21.0
142,145,338,Van den Berg,4,2,7.0,87.71,41,0.14,0.01,0.07,1.76,100.0,2.96,3.12,3.4,3.24,3.01,2.78,2.79,2.96,6.08,9.47,12.71,15.72,18.5,21.29
455,467,354,Kovačić,13,3,7.0,71.88,54,0.25,0.09,0.14,0.98,100.0,2.94,3.01,3.01,3.31,3.03,3.07,3.37,2.94,5.95,8.96,12.27,15.3,18.37,21.74
243,249,194,C.Richards,7,2,6.0,88.83,44,0.0,0.01,0.01,1.44,100.0,2.94,3.2,2.92,2.84,3.03,2.57,3.36,2.94,6.13,9.05,11.89,14.92,17.49,20.85
610,626,477,Wood,17,2,5.0,69.57,40,0.29,0.02,0.0,1.4,100.0,2.93,2.61,2.73,2.72,2.58,2.82,2.67,2.93,5.54,8.26,10.98,13.56,16.38,19.06
529,543,409,Livramento,15,2,7.0,75.25,45,0.0,0.0,0.02,1.11,100.0,2.93,2.56,2.86,2.41,2.92,2.74,2.85,2.93,5.49,8.35,10.76,13.68,16.42,19.27
456,468,355,Lewis,13,2,5.0,76.83,45,0.0,0.1,0.02,1.02,100.0,2.93,2.92,2.82,3.18,3.11,3.16,3.6,2.93,5.85,8.67,11.85,14.96,18.13,21.72
384,394,295,Justin,11,2,9.0,82.22,42,0.0,0.05,0.01,1.94,100.0,2.92,2.62,2.89,2.98,2.89,2.9,2.76,2.92,5.53,8.43,11.4,14.3,17.2,19.96
443,455,342,Bernardo,13,3,8.0,90.0,62,0.25,0.09,0.11,1.49,100.0,2.9,2.97,2.96,3.25,2.99,3.03,3.31,2.9,5.87,8.84,12.09,15.08,18.11,21.42
514,528,393,Botman,15,2,3.0,75.0,44,0.0,0.0,0.0,1.09,100.0,2.9,2.53,2.84,2.38,2.89,2.71,2.82,2.9,5.43,8.27,10.65,13.55,16.26,19.08
98,100,85,Zabarnyi,3,2,9.0,90.0,44,0.33,0.03,0.01,1.07,100.0,2.89,3.98,3.57,3.42,3.16,3.38,3.62,2.89,6.86,10.43,13.85,17.01,20.39,24.01
403,413,635,El Khannouss,11,3,9.0,72.44,48,0.22,0.07,0.02,1.72,100.0,2.85,2.72,3.0,3.07,3.12,2.96,2.96,2.85,5.56,8.56,11.64,14.75,17.71,20.68
488,501,375,Højlund,14,4,7.0,63.56,69,0.22,0.13,0.03,1.15,100.0,2.85,3.22,2.79,3.34,2.73,3.15,2.8,2.85,6.07,8.85,12.19,14.92,18.06,20.86
502,515,593,De Ligt,14,2,7.0,77.57,49,0.0,0.04,0.01,1.54,100.0,2.84,2.9,3.2,3.28,2.74,3.37,2.92,2.84,5.74,8.93,12.21,14.95,18.32,21.25
642,659,499,P.M.Sarr,18,3,8.0,61.89,48,0.11,0.14,0.01,1.85,100.0,2.84,2.83,3.12,2.82,2.71,2.78,2.92,2.84,5.67,8.79,11.61,14.32,17.09,20.01
318,326,249,Lukić,9,3,8.0,79.44,48,0.11,0.04,0.14,1.24,100.0,2.84,2.88,2.89,3.13,2.93,3.22,2.76,2.84,5.72,8.61,11.74,14.67,17.89,20.65
721,740,559,N.Semedo,20,2,7.0,81.12,45,0.0,0.0,0.08,1.31,100.0,2.83,2.54,2.61,2.86,3.01,3.35,2.94,2.83,5.37,7.99,10.85,13.86,17.21,20.15
75,77,60,Adams,3,3,4.0,61.14,49,0.14,0.0,0.22,0.83,100.0,2.81,3.34,3.07,2.92,3.09,2.99,3.27,2.81,6.15,9.22,12.14,15.23,18.21,21.49
206,211,162,Colwill,6,2,8.0,90.0,45,0.0,0.02,0.08,1.73,100.0,2.8,2.73,2.71,3.11,3.0,2.57,2.69,2.8,5.52,8.23,11.34,14.35,16.91,19.61
385,395,296,Kristiansen,11,2,8.0,90.0,45,0.0,0.0,0.06,2.1,100.0,2.78,2.5,2.7,2.76,2.66,2.72,2.56,2.78,5.28,7.97,10.74,13.39,16.11,18.68
680,698,528,Mavropanos,19,2,7.0,76.38,43,0.25,0.02,0.0,1.53,100.0,2.77,2.89,2.74,3.17,2.7,3.09,3.01,2.77,5.66,8.4,11.57,14.27,17.36,20.37
313,321,244,Castagne,9,2,7.0,83.12,42,0.0,0.0,0.08,1.1,100.0,2.76,3.03,2.93,3.27,3.08,2.95,2.82,2.76,5.79,8.72,11.99,15.07,18.03,20.84
15,15,20,Thomas,1,3,7.0,72.67,50,0.0,0.03,0.15,0.74,100.0,2.76,3.11,2.92,2.75,2.86,2.87,2.81,2.76,5.87,8.79,11.54,14.4,17.27,20.08
676,694,524,Kilman,19,2,9.0,82.0,43,0.0,0.03,0.03,1.73,100.0,2.74,2.83,2.62,3.16,2.61,2.99,2.96,2.74,5.58,8.2,11.35,13.96,16.95,19.91
646,663,504,Spence,18,2,6.0,87.67,44,0.0,0.01,0.13,2.2,75.0,2.72,2.74,2.95,2.61,2.55,2.71,2.69,2.72,5.47,8.41,11.02,13.57,16.28,18.97
441,453,340,Akanji,13,2,7.0,87.29,53,0.14,0.01,0.01,1.21,100.0,2.68,2.61,2.5,2.67,2.82,2.85,3.13,2.68,5.29,7.79,10.46,13.28,16.14,19.26
503,516,594,Mazraoui,14,2,8.0,78.44,43,0.0,0.01,0.01,1.42,100.0,2.67,2.62,3.04,2.96,2.6,3.12,2.76,2.67,5.28,8.32,11.29,13.88,17.0,19.76
310,318,241,Bassey,9,2,8.0,90.0,45,0.0,0.02,0.01,1.17,100.0,2.66,2.94,2.83,3.14,2.99,2.79,2.74,2.66,5.6,8.43,11.57,14.56,17.35,20.09
34,35,28,Bailey,2,3,4.0,52.33,62,0.33,0.15,0.06,0.48,100.0,2.66,3.08,2.68,2.37,2.55,2.34,2.4,2.66,5.75,8.42,10.8,13.35,15.69,18.09
377,387,288,Coady,11,2,6.0,75.43,40,0.0,0.0,0.03,1.88,100.0,2.66,2.39,2.53,2.58,2.45,2.56,2.39,2.66,5.05,7.57,10.15,12.6,15.16,17.55
343,352,267,Davis,10,2,9.0,85.0,44,0.0,0.01,0.03,2.18,100.0,2.65,2.4,2.41,2.43,2.35,2.38,2.3,2.65,5.04,7.45,9.89,12.24,14.62,16.92
725,744,564,S.Bueno,20,2,9.0,90.0,43,0.0,0.01,0.0,1.68,100.0,2.6,2.33,2.42,2.65,2.83,2.99,2.67,2.6,4.93,7.35,10.01,12.83,15.82,18.49
396,406,307,Vestergaard,11,2,9.0,80.67,39,0.0,0.0,0.0,1.89,100.0,2.57,2.31,2.4,2.44,2.29,2.44,2.27,2.57,4.88,7.28,9.72,12.01,14.45,16.72
307,315,191,Andersen,9,2,6.0,90.0,42,0.0,0.01,0.01,1.28,100.0,2.57,2.85,2.74,3.02,2.89,2.64,2.66,2.57,5.43,8.16,11.18,14.08,16.72,19.39
367,376,630,O'Shea,10,2,9.0,90.0,40,0.0,0.01,0.0,2.28,100.0,2.55,2.34,2.32,2.37,2.3,2.33,2.24,2.55,4.88,7.2,9.56,11.86,14.19,16.43
333,341,622,Berge,9,3,5.0,87.0,50,0.4,0.0,0.01,0.91,100.0,2.54,2.62,2.59,2.66,2.62,2.56,2.57,2.54,5.16,7.75,10.4,13.03,15.59,18.16
735,754,720,Agbadou,20,2,3.0,90.0,40,0.0,0.0,0.0,2.21,100.0,2.53,2.26,2.36,2.59,2.77,2.87,2.59,2.53,4.79,7.15,9.74,12.5,15.38,17.96
314,322,245,Diop,9,2,6.0,70.86,44,0.0,0.0,0.0,1.07,100.0,2.5,2.78,2.66,2.92,2.82,2.52,2.6,2.5,5.28,7.94,10.86,13.68,16.2,18.8
665,683,511,Álvarez,19,3,8.0,76.22,50,0.0,0.01,0.07,1.31,100.0,2.47,2.45,2.32,2.58,2.35,2.43,2.5,2.47,4.91,7.23,9.82,12.17,14.6,17.09
185,189,600,Ayari,5,3,7.0,67.78,50,0.0,0.04,0.02,0.89,100.0,2.46,2.52,2.79,2.39,2.5,2.45,2.49,2.46,4.98,7.77,10.16,12.66,15.11,17.61
253,259,206,Lerma,7,3,8.0,78.25,48,0.0,0.03,0.02,1.39,100.0,2.44,2.47,2.42,2.41,2.57,2.32,2.64,2.44,4.91,7.32,9.73,12.3,14.62,17.26
48,49,42,Kamara,2,3,9.0,86.67,50,0.11,0.01,0.01,1.13,100.0,2.44,2.49,2.37,2.36,2.4,2.29,2.39,2.44,4.93,7.3,9.66,12.06,14.35,16.75
122,125,94,Janelt,4,3,6.0,65.62,49,0.0,0.01,0.05,1.15,100.0,2.4,2.41,2.5,2.39,2.35,2.28,2.29,2.4,4.81,7.31,9.7,12.05,14.33,16.62
360,369,284,Woolfenden,10,2,4.0,90.0,40,0.0,0.0,0.0,1.52,100.0,2.38,2.23,2.16,2.26,2.2,2.24,2.16,2.38,4.62,6.78,9.04,11.25,13.49,15.65
201,206,157,Caicedo,6,3,9.0,88.89,49,0.0,0.01,0.07,1.63,100.0,2.38,2.33,2.33,2.5,2.45,2.27,2.39,2.38,4.7,7.04,9.54,11.99,14.26,16.65
306,314,19,Smith Rowe,9,3,4.0,50.43,52,0.43,0.15,0.01,0.88,100.0,2.37,2.39,2.42,2.72,2.45,2.87,2.25,2.37,4.76,7.17,9.89,12.34,15.22,17.46
710,729,548,Guedes,20,3,4.0,45.11,53,0.22,0.09,0.13,0.6,100.0,2.36,2.26,2.18,2.3,2.24,3.07,2.58,2.36,4.62,6.79,9.09,11.34,14.4,16.98
712,731,550,Hee Chan,20,3,3.0,43.43,61,0.0,0.2,0.01,0.84,100.0,2.35,2.24,2.14,2.28,2.2,3.19,2.61,2.35,4.59,6.72,9.0,11.2,14.39,17.0
629,646,486,Dragusin,18,2,8.0,77.89,43,0.0,0.0,0.01,2.13,100.0,2.35,2.38,2.43,2.24,2.24,2.38,2.26,2.35,4.73,7.16,9.4,11.64,14.01,16.28
151,155,115,Baleba,5,3,9.0,84.11,50,0.0,0.02,0.02,1.03,100.0,2.32,2.32,2.54,2.25,2.35,2.28,2.34,2.32,4.65,7.19,9.44,11.8,14.08,16.42
491,504,378,Mainoo,14,3,6.0,62.56,52,0.0,0.02,0.02,1.21,100.0,2.32,2.4,2.4,2.51,2.27,2.5,2.33,2.32,4.72,7.11,9.62,11.9,14.4,16.73
506,519,652,Ugarte,14,3,8.0,70.25,49,0.0,0.02,0.02,1.22,75.0,2.31,2.38,2.39,2.5,2.26,2.49,2.32,2.31,4.69,7.08,9.58,11.84,14.33,16.65
585,601,452,Aribo,17,3,7.0,67.22,49,0.0,0.0,0.01,1.71,100.0,2.27,2.13,2.16,2.19,2.13,2.21,2.15,2.27,4.4,6.56,8.75,10.88,13.09,15.24
79,81,64,Cook,3,3,8.0,85.0,50,0.0,0.01,0.05,1.02,100.0,2.26,2.6,2.45,2.39,2.38,2.4,2.51,2.26,4.86,7.31,9.71,12.09,14.48,17.0
374,384,285,B.Soumaré,11,3,8.0,90.0,44,0.0,0.01,0.02,1.84,100.0,2.26,2.18,2.26,2.29,2.27,2.26,2.23,2.26,4.43,6.69,8.98,11.25,13.51,15.73
398,408,309,Winks,11,3,6.0,71.71,44,0.0,0.0,0.02,1.31,100.0,2.24,2.16,2.23,2.26,2.23,2.24,2.2,2.24,4.4,6.63,8.89,11.12,13.35,15.55
25,25,633,Merino,1,3,4.0,45.75,60,0.12,0.13,0.09,0.45,75.0,2.2,2.61,2.38,2.13,2.28,2.35,2.21,2.2,4.81,7.19,9.33,11.61,13.97,16.18
149,153,113,Adingra,5,3,3.0,44.2,52,0.0,0.18,0.04,0.79,100.0,2.16,2.59,3.09,2.11,2.27,2.36,2.32,2.16,4.75,7.83,9.94,12.21,14.56,16.88
354,363,278,Morsy,10,3,7.0,81.12,49,0.0,0.0,0.01,2.27,100.0,2.16,2.1,2.1,2.11,2.09,2.09,2.07,2.16,4.26,6.36,8.46,10.55,12.64,14.72
366,375,619,Cajuste,10,3,7.0,62.0,45,0.0,0.0,0.01,1.61,100.0,2.16,2.1,2.1,2.1,2.09,2.09,2.07,2.16,4.25,6.35,8.45,10.54,12.63,14.7
730,749,642,André,20,3,8.0,74.75,50,0.0,0.0,0.01,1.32,100.0,2.15,2.08,2.11,2.17,2.21,2.25,2.17,2.15,4.24,6.34,8.51,10.72,12.97,15.14
624,641,481,Bergvall,18,3,5.0,61.25,44,0.0,0.01,0.01,1.41,100.0,2.14,2.15,2.18,2.11,2.1,2.14,2.13,2.14,4.29,6.47,8.59,10.69,12.83,14.96
612,628,518,Downes,17,3,5.0,63.33,47,0.0,0.0,0.0,1.76,100.0,2.14,2.07,2.1,2.09,2.06,2.12,2.09,2.14,4.21,6.31,8.4,10.46,12.58,14.67
600,616,467,Manning,17,2,3.0,41.83,43,0.0,0.01,0.08,1.36,100.0,2.13,1.54,1.68,1.8,1.54,1.86,1.63,2.13,3.67,5.34,7.14,8.68,10.55,12.17
632,649,489,Gray,18,3,8.0,81.22,46,0.0,0.0,0.0,1.92,100.0,2.09,2.1,2.11,2.06,2.06,2.09,2.06,2.09,4.18,6.29,8.34,10.4,12.5,14.56
338,347,262,Broadhead,10,3,3.0,46.33,49,0.0,0.06,0.06,0.6,100.0,2.0,1.62,1.88,1.65,1.57,1.54,1.52,2.0,3.62,5.51,7.16,8.73,10.27,11.79
77,79,62,Brooks,3,3,4.0,41.0,49,0.11,0.13,0.09,0.55,100.0,2.0,2.63,2.29,2.1,2.36,2.19,2.57,2.0,4.62,6.92,9.01,11.37,13.57,16.14
9,9,12,Nwaneri,1,3,3.0,35.0,45,0.17,0.12,0.02,0.19,100.0,1.96,2.31,2.12,1.95,2.06,2.07,2.0,1.96,4.27,6.4,8.34,10.4,12.47,14.47
485,498,372,Garnacho,14,3,3.0,43.0,59,0.12,0.07,0.1,0.82,100.0,1.94,2.32,1.97,2.53,1.8,2.37,1.92,1.94,4.26,6.24,8.76,10.56,12.93,14.85
188,192,618,Georginio,5,3,3.0,45.56,51,0.0,0.15,0.02,0.51,100.0,1.94,2.24,2.67,1.87,2.02,2.07,2.05,1.94,4.18,6.85,8.72,10.74,12.81,14.86
309,317,240,Andreas,9,3,4.0,48.43,50,0.0,0.1,0.09,0.9,100.0,1.93,1.94,1.97,2.27,2.01,2.42,1.8,1.93,3.87,5.84,8.11,10.12,12.54,14.35
669,687,516,Coufal,19,2,4.0,56.0,42,0.17,0.02,0.05,1.34,100.0,1.88,1.98,1.77,2.29,1.75,2.13,2.11,1.88,3.86,5.63,7.92,9.68,11.81,13.91
501,514,572,Yoro,14,2,4.0,46.56,43,0.0,0.04,0.0,0.93,100.0,1.78,1.8,2.15,2.17,1.69,2.29,1.87,1.78,3.58,5.73,7.9,9.59,11.88,13.75
724,743,563,R.Gomes,20,3,3.0,34.75,51,0.0,0.08,0.04,0.65,100.0,1.74,1.65,1.61,1.71,1.69,2.19,1.87,1.74,3.38,4.99,6.7,8.39,10.58,12.45
190,194,629,O'Riley,5,3,3.0,36.5,55,0.0,0.03,0.13,0.47,100.0,1.71,1.9,2.25,1.65,1.77,1.78,1.79,1.71,3.61,5.87,7.51,9.28,11.06,12.85
351,360,275,Johnson,10,2,4.0,52.62,39,0.0,0.02,0.01,1.55,100.0,1.68,1.42,1.44,1.46,1.38,1.4,1.32,1.68,3.1,4.55,6.01,7.38,8.78,10.1
380,390,291,Faes,11,2,3.0,58.67,39,0.0,0.01,0.01,1.1,100.0,1.66,1.39,1.53,1.58,1.45,1.57,1.4,1.66,3.05,4.59,6.17,7.62,9.19,10.59
215,220,171,Gusto,6,2,4.0,56.0,49,0.0,0.02,0.03,0.84,100.0,1.65,1.6,1.58,1.92,1.84,1.46,1.52,1.65,3.25,4.83,6.76,8.59,10.06,11.57
607,623,474,Sugawara,17,2,4.0,55.43,43,0.0,0.01,0.02,1.57,100.0,1.58,1.29,1.41,1.39,1.26,1.5,1.36,1.58,2.88,4.29,5.68,6.93,8.43,9.79
595,611,462,Kamaldeen,17,3,3.0,33.29,50,0.0,0.02,0.01,1.03,75.0,1.55,1.25,1.3,1.4,1.27,1.39,1.29,1.55,2.8,4.1,5.5,6.77,8.16,9.45
554,569,431,Dominguez,16,3,4.0,50.38,48,0.0,0.03,0.04,0.73,100.0,1.49,1.5,1.4,1.38,1.45,1.72,1.53,1.49,3.0,4.4,5.78,7.23,8.94,10.48
184,188,595,Gruda,5,3,5.0,49.83,54,0.0,0.02,0.04,0.92,100.0,1.41,1.46,1.71,1.34,1.45,1.4,1.44,1.41,2.87,4.57,5.92,7.37,8.76,10.2
233,238,560,Neto,6,3,5.0,55.0,62,0.0,0.03,0.04,0.85,100.0,1.37,1.32,1.33,1.5,1.45,1.26,1.38,1.37,2.7,4.03,5.53,6.98,8.24,9.62
466,478,625,Gündogan,13,3,5.0,59.75,64,0.0,0.01,0.09,1.12,100.0,1.33,1.34,1.32,1.45,1.38,1.4,1.55,1.33,2.67,3.99,5.44,6.82,8.22,9.77
500,513,389,Zirkzee,14,4,3.0,30.89,65,0.0,0.02,0.08,0.72,100.0,1.31,1.5,1.28,1.56,1.25,1.46,1.29,1.31,2.81,4.09,5.65,6.9,8.36,9.65
571,586,449,Yates,16,3,5.0,52.5,49,0.0,0.01,0.0,0.68,100.0,1.28,1.29,1.19,1.21,1.2,1.35,1.3,1.28,2.58,3.77,4.98,6.18,7.53,8.83
139,142,111,Yarmoliuk,4,3,4.0,48.5,44,0.0,0.02,0.01,1.19,100.0,1.27,1.3,1.37,1.31,1.26,1.2,1.2,1.27,2.56,3.94,5.25,6.51,7.71,8.91
686,704,588,G.Rodríguez,19,3,3.0,32.83,48,0.0,0.01,0.0,0.39,100.0,1.13,1.16,1.12,1.23,1.11,1.21,1.19,1.13,2.3,3.42,4.65,5.77,6.98,8.17
361,370,359,Phillips,10,3,3.0,53.5,48,0.0,0.0,0.0,1.17,100.0,1.13,1.08,1.07,1.09,1.07,1.08,1.06,1.13,2.21,3.28,4.37,5.44,6.51,7.57
625,642,482,Bissouma,18,3,4.0,51.17,48,0.0,0.0,0.0,1.62,100.0,1.1,1.11,1.13,1.08,1.07,1.11,1.08,1.1,2.21,3.34,4.42,5.49,6.6,7.68
465,477,607,O’Reilly,13,3,0.0,18.0,49,0.0,0.02,0.0,0.01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,479,626,Kaboré,13,2,0.0,0.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,475,363,Walker,13,2,2.0,54.8,51,0.0,0.0,0.01,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,480,671,Wright,13,3,0.0,0.0,45,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,474,362,Stones,13,2,1.0,40.5,53,0.0,0.0,0.01,0.58,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,517,613,Collyer,14,3,0.0,25.33,45,0.0,0.0,0.0,0.31,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,466,353,João Cancelo,13,2,0.0,0.0,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,473,361,Rúben,13,2,3.0,90.0,54,0.0,0.08,0.01,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,472,360,Rodrigo,13,3,0.0,0.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,538,404,Kelly,15,2,0.0,1.0,42,0.0,0.0,0.0,0.08,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,539,405,Krafth,15,2,0.0,0.0,43,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,470,357,McAtee,13,3,0.0,16.0,46,0.0,0.22,0.0,0.26,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,482,675,Wilson-Esbrand,13,2,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,465,352,J.Alvarez,13,4,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,462,349,Grealish,13,3,1.0,28.0,64,0.0,0.01,0.03,0.72,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,540,406,Kuol,15,3,0.0,0.0,44,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,459,346,Doku,13,3,3.0,51.4,62,0.2,0.11,0.25,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,457,344,Carson,13,1,0.0,0.0,40,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,456,343,Bobb,13,3,0.0,0.0,47,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,541,407,Lascelles,15,2,0.0,0.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,481,672,Simpson-Pusey,13,2,0.0,5.0,40,0.0,0.0,0.0,0.04,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
